identifier,title,abstract,authors,published,url,source,input_format,input_url,categories,doi,arxiv_id
arxiv:2507.02029,RoboBrain 2.0 Technical Report,"We introduce RoboBrain 2.0, our latest generation of embodied vision-language foundation models, designed to unify perception, reasoning, and planning for complex embodied tasks in physical environments. It comes in two variants: a lightweight 7B model and a full-scale 32B model, featuring a heterogeneous architecture with a vision encoder and a language model. Despite its compact size, RoboBrain 2.0 achieves strong performance across a wide spectrum of embodied reasoning tasks. On both spatial and temporal benchmarks, the 32B variant achieves leading results, surpassing prior open-source and proprietary models. In particular, it supports key real-world embodied AI capabilities, including spatial understanding (e.g., affordance prediction, spatial referring, trajectory forecasting) and temporal decision-making (e.g., closed-loop interaction, multi-agent long-horizon planning, and scene graph updating). This report details the model architecture, data construction, multi-stage training strategies, infrastructure and practical applications. We hope RoboBrain 2.0 advances embodied AI research and serves as a practical step toward building generalist embodied agents. The code, checkpoint and benchmark are available at https://superrobobrain.github.io.",BAAI RoboBrain Team|Mingyu Cao|Huajie Tan|Yuheng Ji|Minglan Lin|Zhiyu Li|Zhou Cao|Pengwei Wang|Enshen Zhou|Yi Han|Yingbo Tang|Xiangqi Xu|Wei Guo|Yaoxu Lyu|Yijie Xu|Jiayu Shi|Cheng Chi|Mengdi Zhao|Xiaoshuai Hao|Shanyu Rong|Zhengliang Cai|Bolun Zhang|Shuyi Zhang|Huaihai Lyu|Mengfei Du|Lingfeng Zhang|Xi Feng|Xiaodan Liu|Yance Jiao|Chenrui He|Mengsi Lyu|Zhuo Chen|Yulong Ao|Xue Sun|Zheqi He|Jingshu Zheng|Xi Yang|Donghai Shi|Kunchang Xie|Bochao Zhang|Shaokai Nie|Chunlei Men|Yonghua Lin|Zhongyuan Wang|Tiejun Huang|Shanghang Zhang,2025-07-02T17:05:33+00:00,https://huggingface.co/papers/2507.02029,huggingface,pdf,https://arxiv.org/pdf/2507.02029,,,2507.02029
arxiv:2507.02554v2,"AI Research Agents for Machine Learning: Search, Exploration, and Generalization in MLE-bench","AI research agents are demonstrating great potential to accelerate scientific progress by automating the design, implementation, and training of machine learning models. We focus on methods for improving agents' performance on MLE-bench, a challenging benchmark where agents compete in Kaggle competitions to solve real-world machine learning problems. We formalize AI research agents as search policies that navigate a space of candidate solutions, iteratively modifying them using operators. By designing and systematically varying different operator sets and search policies (Greedy, MCTS, Evolutionary), we show that their interplay is critical for achieving high performance. Our best pairing of search strategy and operator set achieves a state-of-the-art result on MLE-bench lite, increasing the success rate of achieving a Kaggle medal from 39.6% to 47.7%. Our investigation underscores the importance of jointly considering the search strategy, operator design, and evaluation methodology in advancing automated machine learning.",Edan Toledo|Karen Hambardzumyan|Martin Josifoski|Rishi Hazra|Nicolas Baldwin|Alexis Audran-Reiss|Michael Kuchnik|Despoina Magka|Minqi Jiang|Alisia Maria Lupidi|Andrei Lupu|Roberta Raileanu|Kelvin Niu|Tatiana Shavrina|Jean-Christophe Gagnon-Audet|Michael Shvartsman|Shagun Sodhani|Alexander H. Miller|Abhishek Charnalia|Derek Dunfield|Carole-Jean Wu|Pontus Stenetorp|Nicola Cancedda|Jakob Nicolaus Foerster|Yoram Bachrach,2025-07-03T11:59:15+00:00,https://arxiv.org/abs/2507.02554v2,arxiv,pdf,https://arxiv.org/pdf/2507.02554v2,cs.AI|cs.LG,,2507.02554v2
arxiv:2507.02694,Can LLMs Identify Critical Limitations within Scientific Research? A Systematic Evaluation on AI Research Papers,"Peer review is fundamental to scientific research, but the growing volume of publications has intensified the challenges of this expertise-intensive process. While LLMs show promise in various scientific tasks, their potential to assist with peer review, particularly in identifying paper limitations, remains understudied. We first present a comprehensive taxonomy of limitation types in scientific research, with a focus on AI. Guided by this taxonomy, for studying limitations, we present LimitGen, the first comprehensive benchmark for evaluating LLMs' capability to support early-stage feedback and complement human peer review. Our benchmark consists of two subsets: LimitGen-Syn, a synthetic dataset carefully created through controlled perturbations of high-quality papers, and LimitGen-Human, a collection of real human-written limitations. To improve the ability of LLM systems to identify limitations, we augment them with literature retrieval, which is essential for grounding identifying limitations in prior scientific findings. Our approach enhances the capabilities of LLM systems to generate limitations in research papers, enabling them to provide more concrete and constructive feedback.",Zhijian Xu|Yilun Zhao|Manasi Patwardhan|Lovekesh Vig|Arman Cohan,2025-07-03T15:04:38+00:00,https://huggingface.co/papers/2507.02694,huggingface,pdf,https://arxiv.org/pdf/2507.02694,,,2507.02694
arxiv:2507.06137,NeoBabel: A Multilingual Open Tower for Visual Generation,"Text-to-image generation advancements have been predominantly English-centric, creating barriers for non-English speakers and perpetuating digital inequities. While existing systems rely on translation pipelines, these introduce semantic drift, computational overhead, and cultural misalignment. We introduce NeoBabel, a novel multilingual image generation framework that sets a new Pareto frontier in performance, efficiency and inclusivity, supporting six languages: English, Chinese, Dutch, French, Hindi, and Persian. The model is trained using a combination of large-scale multilingual pretraining and high-resolution instruction tuning. To evaluate its capabilities, we expand two English-only benchmarks to multilingual equivalents: m-GenEval and m-DPG. NeoBabel achieves state-of-the-art multilingual performance while retaining strong English capability, scoring 0.75 on m-GenEval and 0.68 on m-DPG. Notably, it performs on par with leading models on English tasks while outperforming them by +0.11 and +0.09 on multilingual benchmarks, even though these models are built on multilingual base LLMs. This demonstrates the effectiveness of our targeted alignment training for preserving and extending crosslingual generalization. We further introduce two new metrics to rigorously assess multilingual alignment and robustness to code-mixed prompts. Notably, NeoBabel matches or exceeds English-only models while being 2-4x smaller. We release an open toolkit, including all code, model checkpoints, a curated dataset of 124M multilingual text-image pairs, and standardized multilingual evaluation protocols, to advance inclusive AI research. Our work demonstrates that multilingual capability is not a trade-off but a catalyst for improved robustness, efficiency, and cultural fidelity in generative AI.",Mohammad Mahdi Derakhshani|Dheeraj Varghese|Marzieh Fadaee|Cees G. M. Snoek,2025-07-08T16:19:45+00:00,https://huggingface.co/papers/2507.06137,huggingface,pdf,https://arxiv.org/pdf/2507.06137,,,2507.06137
arxiv:2507.08038v3,AblationBench: Evaluating Automated Planning of Ablations in Empirical AI Research,"Language model agents are increasingly used to automate scientific research, yet evaluating their scientific contributions remains a challenge. A key mechanism to obtain such insights is through ablation experiments. To this end, we introduce AblationBench, a benchmark suite for evaluating agents on ablation planning tasks in empirical AI research. It includes two tasks: AuthorAblation, which helps authors propose ablation experiments based on a method section and contains 83 instances, and ReviewerAblation, which helps reviewers find missing ablations in a full paper and contains 350 instances. For both tasks, we develop LM-based judges that serve as an automatic evaluation framework. Our experiments with frontier LMs show that these tasks remain challenging, with the best-performing LM system identifying only 45% of the original ablations on average, below human-level performance. We observe an inverse performance trend between the author and reviewer tasks, which we attribute to differences in model grounding. Lastly, we analyze the limitations of current LMs on these tasks, and find that chain-of-thought prompting outperforms an agent-based approach. Our data is available on https://huggingface.co/collections/ai-coscientist/ablationbench, and our code is available on https://github.com/ai-scientist-bench/ablation-bench .",Talor Abramovich|Gal Chechik,2025-07-09T12:07:38+00:00,https://arxiv.org/abs/2507.08038v3,arxiv,pdf,https://arxiv.org/pdf/2507.08038v3,cs.AI|cs.CL,,2507.08038v3
arxiv:2507.11810v2,"Evolving Roles of LLMs in Scientific Innovation: Assistant, Collaborator, Scientist, and Evaluator","Large language models (LLMs) are increasingly used in scientific research and discovery, supporting tasks ranging from literature retrieval and synthesis to hypothesis generation, autonomous experimentation, and research evaluation. Existing surveys often conflate scientific research with scientific discovery and typically organize systems by domain, task, or autonomy level alone. In this survey, we propose a four-role framework for understanding LLMs in scientific innovation: Assistant, Collaborator, Scientist, and Evaluator. The framework integrates three complementary dimensions: autonomy level, cognitive function, and scientific innovation, to distinguish research-oriented support from frontier-oriented discovery. We review representative methods, benchmarks, and evaluation practices for each role, examining their capabilities, limitations, and human oversight requirements. Across the literature, Assistant systems are comparatively mature in retrieval and synthesis but remain unreliable in open-ended applications; Collaborator systems expand the space of candidate hypotheses yet struggle with novelty-grounding trade-offs; Scientist systems increasingly automate research workflows but face reliability and safety bottlenecks; and Evaluator systems support review and verification while remaining weak in novelty assessment. We argue that progress in AI for science depends not only on model capability, but also on evaluation, oversight, accountability, and institutional integration.",Haoxuan Zhang|Ruochi Li|Yang Zhang|Ting Xiao|Jiangping Chen|Junhua Ding|Haihua Chen,2025-07-16T00:11:01+00:00,https://arxiv.org/abs/2507.11810v2,arxiv,pdf,https://arxiv.org/pdf/2507.11810v2,cs.AI|cs.DL,,2507.11810v2
arxiv:2507.13413v1,LightAutoDS-Tab: Multi-AutoML Agentic System for Tabular Data,"AutoML has advanced in handling complex tasks using the integration of LLMs, yet its efficiency remains limited by dependence on specific underlying tools. In this paper, we introduce LightAutoDS-Tab, a multi-AutoML agentic system for tasks with tabular data, which combines an LLM-based code generation with several AutoML tools. Our approach improves the flexibility and robustness of pipeline design, outperforming state-of-the-art open-source solutions on several data science tasks from Kaggle. The code of LightAutoDS-Tab is available in the open repository https://github.com/sb-ai-lab/LADS",Aleksey Lapin|Igor Hromov|Stanislav Chumakov|Mile Mitrovic|Dmitry Simakov|Nikolay O. Nikitin|Andrey V. Savchenko,2025-07-17T09:33:24+00:00,https://arxiv.org/abs/2507.13413v1,arxiv,pdf,https://arxiv.org/pdf/2507.13413v1,cs.LG,,2507.13413v1
arxiv:2507.16812v2,MegaScience: Pushing the Frontiers of Post-Training Datasets for Science Reasoning,"Scientific reasoning is critical for developing AI scientists and supporting human researchers in advancing the frontiers of natural science discovery. However, the open-source community has primarily focused on mathematics and coding while neglecting the scientific domain, largely due to the absence of open, large-scale, high-quality, verifiable scientific reasoning datasets. To bridge this gap, we first present TextbookReasoning, an open dataset featuring truthful reference answers extracted from 12k university-level scientific textbooks, comprising 650k reasoning questions spanning 7 scientific disciplines. We further introduce MegaScience, a large-scale mixture of high-quality open-source datasets totaling 1.25 million instances, developed through systematic ablation studies that evaluate various data selection methodologies to identify the optimal subset for each publicly available scientific dataset. Meanwhile, we build a comprehensive evaluation system covering diverse subjects and question types across 15 benchmarks, incorporating comprehensive answer extraction strategies to ensure accurate evaluation metrics. Our experiments demonstrate that our datasets achieve superior performance and training efficiency with more concise response lengths compared to existing open-source scientific datasets. Furthermore, we train Llama3.1, Qwen2.5, and Qwen3 series base models on MegaScience, which significantly outperform the corresponding official instruct models in average performance. In addition, MegaScience exhibits greater effectiveness for larger and stronger models, suggesting a scaling benefit for scientific tuning. We release our data curation pipeline, evaluation system, datasets, and seven trained models to the community to advance scientific reasoning research.",Run-Ze Fan|Zengzhi Wang|Pengfei Liu,2025-07-22T17:59:03+00:00,https://arxiv.org/abs/2507.16812v2,arxiv,pdf,https://arxiv.org/pdf/2507.16812v2,cs.AI|cs.CL|cs.LG,,2507.16812v2
arxiv:2507.22448,Falcon-H1: A Family of Hybrid-Head Language Models Redefining Efficiency and Performance,"In this report, we introduce Falcon-H1, a new series of large language models (LLMs) featuring hybrid architecture designs optimized for both high performance and efficiency across diverse use cases. Unlike earlier Falcon models built solely on Transformer or Mamba architectures, Falcon-H1 adopts a parallel hybrid approach that combines Transformer-based attention with State Space Models (SSMs), known for superior long-context memory and computational efficiency. We systematically revisited model design, data strategy, and training dynamics, challenging conventional practices in the field. Falcon-H1 is released in multiple configurations, including base and instruction-tuned variants at 0.5B, 1.5B, 1.5B-deep, 3B, 7B, and 34B parameters. Quantized instruction-tuned models are also available, totaling over 30 checkpoints on Hugging Face Hub. Falcon-H1 models demonstrate state-of-the-art performance and exceptional parameter and training efficiency. The flagship Falcon-H1-34B matches or outperforms models up to 70B scale, such as Qwen3-32B, Qwen2.5-72B, and Llama3.3-70B, while using fewer parameters and less data. Smaller models show similar trends: the Falcon-H1-1.5B-Deep rivals current leading 7B-10B models, and Falcon-H1-0.5B performs comparably to typical 7B models from 2024. These models excel across reasoning, mathematics, multilingual tasks, instruction following, and scientific knowledge. With support for up to 256K context tokens and 18 languages, Falcon-H1 is suitable for a wide range of applications. All models are released under a permissive open-source license, underscoring our commitment to accessible and impactful AI research.",Jingwei Zuo|Maksim Velikanov|Ilyas Chahed|Younes Belkada|Dhia Eddine Rhayem|Guillaume Kunsch|Hakim Hacid|Hamza Yous|Brahim Farhat|Ibrahim Khadraoui|Mugariya Farooq|Giulia Campesan|Ruxandra Cojocaru|Yasser Djilali|Shi Hu|Iheb Chaabane|Puneesh Khanna|Mohamed El Amine Seddik|Ngoc Dung Huynh|Phuc Le Khac|Leen AlQadi|Billel Mokeddem|Mohamed Chami|Abdalgader Abubaker|Mikhail Lubinets|Kacper Piskorski|Slim Frikha,2025-07-30T07:55:33+00:00,https://huggingface.co/papers/2507.22448,huggingface,pdf,https://arxiv.org/pdf/2507.22448,,,2507.22448
arxiv:2507.23276v2,How Far Are AI Scientists from Changing the World?,"The emergence of large language models (LLMs) is propelling automated scientific discovery to the next level, with LLM-based Artificial Intelligence (AI) Scientist systems now taking the lead in scientific research. Several influential works have already appeared in the field of AI Scientist systems, with AI-generated research papers having been accepted at the ICLR 2025 workshop, suggesting that a human-level AI Scientist capable of uncovering phenomena previously unknown to humans, may soon become a reality. In this survey, we focus on the central question: How far are AI scientists from changing the world and reshaping the scientific research paradigm? To answer this question, we provide a prospect-driven review that comprehensively analyzes the current achievements of AI Scientist systems, identifying key bottlenecks and the critical components required for the emergence of a scientific agent capable of producing ground-breaking discoveries that solve grand challenges. We hope this survey will contribute to a clearer understanding of limitations of current AI Scientist systems, showing where we are, what is missing, and what the ultimate goals for scientific AI should be.",Qiujie Xie|Yixuan Weng|Minjun Zhu|Fuchen Shen|Shulin Huang|Zhen Lin|Jiahui Zhou|Zilan Mao|Zijie Yang|Linyi Yang|Jian Wu|Yue Zhang,2025-07-31T06:32:06+00:00,https://arxiv.org/abs/2507.23276v2,arxiv,pdf,https://arxiv.org/pdf/2507.23276v2,cs.AI,,2507.23276v2
arxiv:2507.23336v2,DSBC : Data Science task Benchmarking with Context engineering,"Recent advances in large language models (LLMs) have significantly impacted data science workflows, giving rise to specialized data science agents designed to automate analytical tasks. Despite rapid adoption, systematic benchmarks evaluating the efficacy and limitations of these agents remain scarce. In this paper, we introduce a comprehensive benchmark specifically crafted to reflect real-world user interactions with data science agents by observing usage of our commercial applications. We evaluate three LLMs: Claude-4.0-Sonnet, Gemini-2.5-Flash, and OpenAI-o4-Mini across three approaches: zero-shot with context engineering, multi-step with context engineering, and with SmolAgent. Our benchmark assesses performance across a diverse set of eight data science task categories, additionally exploring the sensitivity of models to common prompting issues, such as data leakage and slightly ambiguous instructions. We further investigate the influence of temperature parameters on overall and task-specific outcomes for each model and approach. Our findings reveal distinct performance disparities among the evaluated models and methodologies, highlighting critical factors that affect practical deployment. The benchmark dataset and evaluation framework introduced herein aim to provide a foundation for future research of more robust and effective data science agents.",Ram Mohan Rao Kadiyala|Siddhant Gupta|Jebish Purbey|Giulio Martini|Ali Shafique|Suman Debnath|Hamza Farooq,2025-07-31T08:32:37+00:00,https://arxiv.org/abs/2507.23336v2,arxiv,pdf,https://arxiv.org/pdf/2507.23336v2,cs.AI|cs.CL|cs.MA,,2507.23336v2
arxiv:2508.00414v3,Cognitive Kernel-Pro: A Framework for Deep Research Agents and Agent Foundation Models Training,"General AI Agents are increasingly recognized as foundational frameworks for the next generation of artificial intelligence, enabling complex reasoning, web interaction, coding, and autonomous research capabilities. However, current agent systems are either closed-source or heavily reliant on a variety of paid APIs and proprietary tools, limiting accessibility and reproducibility for the research community. In this work, we present \textbf{Cognitive Kernel-Pro}, a fully open-source and (to the maximum extent) free multi-module agent framework designed to democratize the development and evaluation of advanced AI agents. Within Cognitive Kernel-Pro, we systematically investigate the curation of high-quality training data for Agent Foundation Models, focusing on the construction of queries, trajectories, and verifiable answers across four key domains: web, file, code, and general reasoning. Furthermore, we explore novel strategies for agent test-time reflection and voting to enhance agent robustness and performance. We evaluate Cognitive Kernel-Pro on GAIA, achieving state-of-the-art results among open-source and free agents. Notably, our 8B-parameter open-source model surpasses previous leading systems such as WebDancer and WebSailor, establishing a new performance standard for accessible, high-capability AI agents. Code is available at https://github.com/Tencent/CognitiveKernel-Pro",Tianqing Fang|Zhisong Zhang|Xiaoyang Wang|Rui Wang|Can Qin|Yuxuan Wan|Jun-Yu Ma|Ce Zhang|Jiaqi Chen|Xiyun Li|Yonglin Wang|Jingchen Ni|Tianshi Zheng|Chun Chen|Wenhao Yu|Zhenwen Liang|Hongming Zhang|Haitao Mi|Dong Yu,2025-08-01T08:11:31+00:00,https://arxiv.org/abs/2508.00414v3,arxiv,pdf,https://arxiv.org/pdf/2508.00414v3,cs.AI|cs.CL,,2508.00414v3
arxiv:2508.02744v2,Large Language Model-based Data Science Agent: A Survey,"The rapid advancement of Large Language Models (LLMs) has driven novel applications across diverse domains, with LLM-based agents emerging as a crucial area of exploration. This survey presents a comprehensive analysis of LLM-based agents designed for data science tasks, summarizing insights from recent studies. From the agent perspective, we discuss the key design principles, covering agent roles, execution, knowledge, and reflection methods. From the data science perspective, we identify key processes for LLM-based agents, including data preprocessing, model development, evaluation, visualization, etc. Our work offers two key contributions: (1) a comprehensive review of recent developments in applying LLMbased agents to data science tasks; (2) a dual-perspective framework that connects general agent design principles with the practical workflows in data science.",Ke Chen|Peiran Wang|Yaoning Yu|Xianyang Zhan|Haohan Wang,2025-08-02T17:33:18+00:00,https://arxiv.org/abs/2508.02744v2,arxiv,pdf,https://arxiv.org/pdf/2508.02744v2,cs.AI,,2508.02744v2
arxiv:2508.04231v2,Empowering Time Series Forecasting with LLM-Agents,"Large Language Model (LLM) powered agents have emerged as effective planners for Automated Machine Learning (AutoML) systems. While most existing AutoML approaches focus on automating feature engineering and model architecture search, recent studies in time series forecasting suggest that lightweight models can often achieve state-of-the-art performance. This observation led us to explore improving data quality, rather than model architecture, as a potentially fruitful direction for AutoML on time series data. We propose DCATS, a Data-Centric Agent for Time Series. DCATS leverages metadata accompanying time series to clean data while optimizing forecasting performance. We evaluated DCATS using four time series forecasting models on a large-scale traffic volume forecasting dataset. Results demonstrate that DCATS achieves an average 6% error reduction across all tested models and time horizons, highlighting the potential of data-centric approaches in AutoML for time series forecasting.",Chin-Chia Michael Yeh|Vivian Lai|Uday Singh Saini|Xiran Fan|Yujie Fan|Junpeng Wang|Xin Dai|Yan Zheng,2025-08-06T09:14:08+00:00,https://arxiv.org/abs/2508.04231v2,arxiv,pdf,https://arxiv.org/pdf/2508.04231v2,cs.AI|cs.LG,,2508.04231v2
arxiv:2508.10177v3,KompeteAI: Accelerated Autonomous Multi-Agent System for End-to-End Pipeline Generation for Machine Learning Problems,"Recent Large Language Model (LLM)-based AutoML systems demonstrate impressive capabilities but face significant limitations such as constrained exploration strategies and a severe execution bottleneck. Exploration is hindered by one-shot methods lacking diversity and Monte Carlo Tree Search (MCTS) approaches that fail to recombine strong partial solutions. The execution bottleneck arises from lengthy code validation cycles that stifle iterative refinement. To overcome these challenges, we introduce KompeteAI, a novel AutoML framework with dynamic solution space exploration. Unlike previous MCTS methods that treat ideas in isolation, KompeteAI introduces a merging stage that composes top candidates. We further expand the hypothesis space by integrating Retrieval-Augmented Generation (RAG), sourcing ideas from Kaggle notebooks and arXiv papers to incorporate real-world strategies. KompeteAI also addresses the execution bottleneck via a predictive scoring model and an accelerated debugging method, assessing solution potential using early stage metrics to avoid costly full-code execution. This approach accelerates pipeline evaluation 6.9 times. KompeteAI outperforms leading methods (e.g., RD-agent, AIDE, and Ml-Master) by an average of 3\% on the primary AutoML benchmark, MLE-Bench. Additionally, we propose Kompete-bench to address limitations in MLE-Bench, where KompeteAI also achieves state-of-the-art results",Stepan Kulibaba|Artem Dzhalilov|Roman Pakhomov|Oleg Svidchenko|Alexander Gasnikov|Aleksei Shpilman,2025-08-13T20:29:56+00:00,https://arxiv.org/abs/2508.10177v3,arxiv,pdf,https://arxiv.org/pdf/2508.10177v3,cs.AI,,2508.10177v3
arxiv:2508.12555v1,Illuminating LLM Coding Agents: Visual Analytics for Deeper Understanding and Enhancement,"Coding agents powered by large language models (LLMs) have gained traction for automating code generation through iterative problem-solving with minimal human involvement. Despite the emergence of various frameworks, e.g., LangChain, AutoML, and AIDE, ML scientists still struggle to effectively review and adjust the agents' coding process. The current approach of manually inspecting individual outputs is inefficient, making it difficult to track code evolution, compare coding iterations, and identify improvement opportunities. To address this challenge, we introduce a visual analytics system designed to enhance the examination of coding agent behaviors. Focusing on the AIDE framework, our system supports comparative analysis across three levels: (1) Code-Level Analysis, which reveals how the agent debugs and refines its code over iterations; (2) Process-Level Analysis, which contrasts different solution-seeking processes explored by the agent; and (3) LLM-Level Analysis, which highlights variations in coding behavior across different LLMs. By integrating these perspectives, our system enables ML scientists to gain a structured understanding of agent behaviors, facilitating more effective debugging and prompt engineering. Through case studies using coding agents to tackle popular Kaggle competitions, we demonstrate how our system provides valuable insights into the iterative coding process.",Junpeng Wang|Yuzhong Chen|Menghai Pan|Chin-Chia Michael Yeh|Mahashweta Das,2025-08-18T01:17:11+00:00,https://arxiv.org/abs/2508.12555v1,arxiv,pdf,https://arxiv.org/pdf/2508.12555v1,cs.LG,,2508.12555v1
arxiv:2508.13421v2,Virtuous Machines: Towards Artificial General Science,"Artificial intelligence systems are transforming scientific discovery by accelerating specific research tasks, from protein structure prediction to materials design, yet remain confined to narrow domains requiring substantial human oversight. The exponential growth of scientific literature and increasing domain specialisation constrain researchers' capacity to synthesise knowledge across disciplines and develop unifying theories, motivating exploration of more general-purpose AI systems for science. Here we show that a domain-agnostic, agentic AI Scientist system can independently navigate the scientific workflow - from hypothesis generation through data collection to manuscript preparation. The system autonomously designed and executed three psychological studies on visual working memory, mental rotation, and imagery vividness, executed one new online data collection with 288 participants, developed analysis pipelines through 8-hour+ continuous coding sessions, and produced completed manuscripts. The results demonstrate the capability of AI scientific discovery pipelines to conduct non-trivial research with theoretical reasoning and methodological rigour comparable to experienced researchers, though with limitations in conceptual nuance and theoretical interpretation. This is a step toward embodied AI that can test hypotheses through real-world experiments, accelerating discovery by autonomously exploring regions of scientific space that human cognitive and resource constraints might otherwise leave unexplored. It raises important questions about the nature of scientific understanding and the attribution of scientific credit.",Gabrielle Wehr|Reuben Rideaux|Amaya J. Fox|David R. Lightfoot|Jason Tangen|Jason B. Mattingley|Shane E. Ehrhardt,2025-08-19T00:35:56+00:00,https://arxiv.org/abs/2508.13421v2,arxiv,pdf,https://arxiv.org/pdf/2508.13421v2,cs.AI|cs.ET,,2508.13421v2
arxiv:2508.13915v1,Structured Agentic Workflows for Financial Time-Series Modeling with LLMs and Reflective Feedback,"Time-series data is central to decision-making in financial markets, yet building high-performing, interpretable, and auditable models remains a major challenge. While Automated Machine Learning (AutoML) frameworks streamline model development, they often lack adaptability and responsiveness to domain-specific needs and evolving objectives. Concurrently, Large Language Models (LLMs) have enabled agentic systems capable of reasoning, memory management, and dynamic code generation, offering a path toward more flexible workflow automation. In this paper, we introduce \textsf{TS-Agent}, a modular agentic framework designed to automate and enhance time-series modeling workflows for financial applications. The agent formalizes the pipeline as a structured, iterative decision process across three stages: model selection, code refinement, and fine-tuning, guided by contextual reasoning and experimental feedback. Central to our architecture is a planner agent equipped with structured knowledge banks, curated libraries of models and refinement strategies, which guide exploration, while improving interpretability and reducing error propagation. \textsf{TS-Agent} supports adaptive learning, robust debugging, and transparent auditing, key requirements for high-stakes environments such as financial services. Empirical evaluations on diverse financial forecasting and synthetic data generation tasks demonstrate that \textsf{TS-Agent} consistently outperforms state-of-the-art AutoML and agentic baselines, achieving superior accuracy, robustness, and decision traceability.",Yihao Ang|Yifan Bao|Lei Jiang|Jiajie Tao|Anthony K. H. Tung|Lukasz Szpruch|Hao Ni,2025-08-19T15:14:49+00:00,https://arxiv.org/abs/2508.13915v1,arxiv,pdf,https://arxiv.org/pdf/2508.13915v1,cs.AI,,2508.13915v1
arxiv:2508.14111v2,From AI for Science to Agentic Science: A Survey on Autonomous Scientific Discovery,"Artificial intelligence (AI) is reshaping scientific discovery, evolving from specialized computational tools into autonomous research partners. We position Agentic Science as a pivotal stage within the broader AI for Science paradigm, where AI systems progress from partial assistance to full scientific agency. Enabled by large language models (LLMs), multimodal systems, and integrated research platforms, agentic AI shows capabilities in hypothesis generation, experimental design, execution, analysis, and iterative refinement -- behaviors once regarded as uniquely human. This survey provides a domain-oriented review of autonomous scientific discovery across life sciences, chemistry, materials science, and physics. We unify three previously fragmented perspectives -- process-oriented, autonomy-oriented, and mechanism-oriented -- through a comprehensive framework that connects foundational capabilities, core processes, and domain-specific realizations. Building on this framework, we (i) trace the evolution of AI for Science, (ii) identify five core capabilities underpinning scientific agency, (iii) model discovery as a dynamic four-stage workflow, (iv) review applications across the above domains, and (v) synthesize key challenges and future opportunities. This work establishes a domain-oriented synthesis of autonomous scientific discovery and positions Agentic Science as a structured paradigm for advancing AI-driven research.",Jiaqi Wei|Yuejin Yang|Xiang Zhang|Yuhan Chen|Xiang Zhuang|Zhangyang Gao|Dongzhan Zhou|Guangshuai Wang|Zhiqiang Gao|Juntai Cao|Zijie Qiu|Ming Hu|Chenglong Ma|Shixiang Tang|Junjun He|Chunfeng Song|Xuming He|Qiang Zhang|Chenyu You|Shuangjia Zheng|Ning Ding|Wanli Ouyang|Nanqing Dong|Yu Cheng|Siqi Sun|Lei Bai|Bowen Zhou,2025-08-18T05:25:54+00:00,https://arxiv.org/abs/2508.14111v2,arxiv,pdf,https://arxiv.org/pdf/2508.14111v2,cs.LG,,2508.14111v2
arxiv:2508.15126v2,aiXiv: A Next-Generation Open Access Ecosystem for Scientific Discovery Generated by AI Scientists,"Recent advances in large language models (LLMs) have enabled AI agents to autonomously generate scientific proposals, conduct experiments, author papers, and perform peer reviews. Yet this flood of AI-generated research content collides with a fragmented and largely closed publication ecosystem. Traditional journals and conferences rely on human peer review, making them difficult to scale and often reluctant to accept AI-generated research content; existing preprint servers (e.g. arXiv) lack rigorous quality-control mechanisms. Consequently, a significant amount of high-quality AI-generated research lacks appropriate venues for dissemination, hindering its potential to advance scientific progress. To address these challenges, we introduce aiXiv, a next-generation open-access platform for human and AI scientists. Its multi-agent architecture allows research proposals and papers to be submitted, reviewed, and iteratively refined by both human and AI scientists. It also provides API and MCP interfaces that enable seamless integration of heterogeneous human and AI scientists, creating a scalable and extensible ecosystem for autonomous scientific discovery. Through extensive experiments, we demonstrate that aiXiv is a reliable and robust platform that significantly enhances the quality of AI-generated research proposals and papers after iterative revising and reviewing on aiXiv. Our work lays the groundwork for a next-generation open-access ecosystem for AI scientists, accelerating the publication and dissemination of high-quality AI-generated research content. Code: https://github.com/aixiv-org aiXiv: https://aixiv.science",Pengsong Zhang|Xiang Hu|Guowei Huang|Yang Qi|Heng Zhang|Xiuxu Li|Jiaxing Song|Jiabin Luo|Yijiang Li|Shuo Yin|Chengxiao Dai|Eric Hanchen Jiang|Xiaoyan Zhou|Zhenfei Yin|Boqin Yuan|Jing Dong|Guinan Su|Guanren Qiao|Haiming Tang|Anghong Du|Lili Pan|Zhenzhong Lan|Xinyu Liu,2025-08-20T23:16:41+00:00,https://arxiv.org/abs/2508.15126v2,arxiv,pdf,https://arxiv.org/pdf/2508.15126v2,cs.AI|cs.CL,,2508.15126v2
